Frame ID,Mean Entropy,Frame Type
1.0,0.974707890146649,Non-Switch
10.0,0.15108730339470514,Non-Switch
100.0,0.1474868609307798,Non-Switch
1000.0,0.18348859117516955,Non-Switch
1001.0,0.18932629861661887,Non-Switch
1002.0,0.1866001012945795,Non-Switch
1003.0,0.1868506800168866,Non-Switch
1004.0,0.19023979879856426,Non-Switch
1005.0,0.19006163910415796,Non-Switch
1006.0,0.18991525320449856,Non-Switch
1007.0,0.19032915811757506,Non-Switch
1008.0,0.18643766368083955,Non-Switch
1009.0,0.1889399682552307,Non-Switch
101.0,0.16522459259715458,Non-Switch
1010.0,0.18872153595674737,Non-Switch
1011.0,0.18635948323413484,Non-Switch
1012.0,0.1884329490685996,Non-Switch
1013.0,0.18834553888629857,Non-Switch
1014.0,0.18712388878966973,Non-Switch
1015.0,0.18639549926760304,Non-Switch
1016.0,0.1869471766159082,Non-Switch
1017.0,0.1884967546320697,Non-Switch
1018.0,0.19090896896118387,Non-Switch
1019.0,0.19439213358910834,Non-Switch
102.0,0.16510393243568675,Non-Switch
1020.0,0.19339999434005595,Non-Switch
1021.0,0.1875051743266326,Non-Switch
1022.0,0.1899473136369969,Non-Switch
1023.0,0.1846942612171557,Non-Switch
1024.0,0.18065698282003884,Non-Switch
1025.0,0.18107839764220302,Non-Switch
1026.0,0.17948353086131433,Non-Switch
1027.0,0.17901456283618658,Non-Switch
1028.0,0.18021262264587207,Non-Switch
1029.0,0.1798228239676915,Non-Switch
103.0,0.16242621988930311,Non-Switch
1030.0,0.17727925788898086,Non-Switch
1031.0,0.17976727357146283,Non-Switch
1032.0,0.17986599161305808,Non-Switch
1033.0,0.18152490759950557,Non-Switch
1034.0,0.1816384304809626,Non-Switch
1035.0,0.18466807685856185,Non-Switch
1036.0,0.1898845829650947,Non-Switch
1037.0,0.19496247105503212,Non-Switch
1038.0,0.1990237123681692,Non-Switch
1039.0,0.20006769005456917,Non-Switch
104.0,0.162185114544681,Non-Switch
1040.0,0.19704629884421135,Non-Switch
1041.0,0.196828067192154,Non-Switch
1042.0,0.1936808850045776,Non-Switch
1043.0,0.19370080632830255,Non-Switch
1044.0,0.19402489330196596,Non-Switch
1045.0,0.19339441923579045,Non-Switch
1046.0,0.19554768502025555,Non-Switch
1047.0,0.1873305832722317,Non-Switch
1048.0,0.18689374733904016,Non-Switch
1049.0,0.18641982048081254,Non-Switch
105.0,0.1586494952082434,Non-Switch
1050.0,0.18763128060537776,Non-Switch
1051.0,0.18787442107803504,Non-Switch
1052.0,0.19066878085736638,Non-Switch
1053.0,0.1946713474227841,Non-Switch
1054.0,0.19525204684342237,Non-Switch
1055.0,0.1984480291081811,Non-Switch
1056.0,0.19744790699775114,Non-Switch
1057.0,0.2002392427488048,Non-Switch
1058.0,0.19826297577585272,Non-Switch
1059.0,0.201207720051476,Non-Switch
106.0,0.15988453128786437,Non-Switch
1060.0,0.2011629472347014,Non-Switch
1061.0,0.19740369312459183,Non-Switch
1062.0,0.19613675426323582,Non-Switch
1063.0,0.19839720823485113,Non-Switch
1064.0,0.20011909853528959,Non-Switch
1065.0,0.19909974303173814,Non-Switch
1066.0,0.20106550473110005,Non-Switch
1067.0,0.20569327122806677,Non-Switch
1068.0,0.2052200466323302,Non-Switch
1069.0,0.20694337012152583,Non-Switch
107.0,0.15858707983786777,Non-Switch
1070.0,0.20623589082342653,Non-Switch
1071.0,0.20637006595487464,Non-Switch
1072.0,0.20649340617931844,Non-Switch
1073.0,0.20520865278171052,Non-Switch
1074.0,0.20378929429602735,Non-Switch
1075.0,0.20384458671827974,Non-Switch
1076.0,0.20399259212123474,Non-Switch
1077.0,0.2000205381444576,Non-Switch
1078.0,0.20249979704363313,Non-Switch
1079.0,0.20299568035362092,Non-Switch
108.0,0.15525748138527623,Non-Switch
1080.0,0.19722924538906667,Non-Switch
1081.0,0.19956799446248727,Non-Switch
1082.0,0.1993932457573231,Non-Switch
1083.0,0.19877657329887935,Non-Switch
1084.0,0.2009676036070964,Non-Switch
1085.0,0.20273442437507275,Non-Switch
1086.0,0.20409828979207753,Non-Switch
1087.0,0.20642442680443487,Non-Switch
1088.0,0.205495476847687,Non-Switch
1089.0,0.20121574590851626,Non-Switch
109.0,0.14829980858952072,Non-Switch
1090.0,0.2025485254613776,Non-Switch
1091.0,0.1999723973341036,Non-Switch
1092.0,0.20021914944242902,Non-Switch
1093.0,0.19749745233308721,Non-Switch
1094.0,0.19963389248154287,Non-Switch
1095.0,0.20126519092063933,Non-Switch
1096.0,0.20229241463046774,Non-Switch
1097.0,0.20285922645204885,Non-Switch
1098.0,0.20109598865596548,Non-Switch
1099.0,0.20365061895188163,Non-Switch
11.0,0.15157255244411455,Non-Switch
110.0,0.14727026311390568,Non-Switch
1100.0,0.20405558076711325,Non-Switch
1101.0,0.20492632892843166,Non-Switch
1102.0,0.20574665750927212,Non-Switch
1103.0,0.20811348275044608,Non-Switch
1104.0,0.20659980611265222,Non-Switch
1105.0,0.2066454675064563,Non-Switch
1106.0,0.20652012081775245,Non-Switch
1107.0,0.20624899016866724,Non-Switch
1108.0,0.20473754930533458,Non-Switch
1109.0,0.20070392553954855,Non-Switch
111.0,0.1523418308414239,Non-Switch
1110.0,0.19675882984329415,Non-Switch
1111.0,0.1956578685719083,Non-Switch
1112.0,0.1920422773028195,Non-Switch
1113.0,0.1890026702633578,Non-Switch
1114.0,0.19174931918896226,Non-Switch
1115.0,0.19235140178585783,Non-Switch
1116.0,0.1935952519763355,Non-Switch
1117.0,0.1931891579419857,Non-Switch
1118.0,0.19601080563525394,Non-Switch
1119.0,0.19679004469442576,Non-Switch
112.0,0.15151456562699864,Non-Switch
1120.0,0.20138933373078713,Non-Switch
1121.0,0.20875411812491004,Non-Switch
1122.0,0.20953529198890405,Non-Switch
1123.0,0.21100035486405405,Non-Switch
1124.0,0.21101438578198695,Non-Switch
1125.0,0.2104553418434698,Non-Switch
1126.0,0.20667532082826856,Non-Switch
1127.0,0.20746463520440342,Non-Switch
1128.0,0.20833992657408212,Non-Switch
1129.0,0.2035604570471668,Non-Switch
113.0,0.14673192875292992,Non-Switch
1130.0,0.2053839747623776,Non-Switch
1131.0,0.2053277650993206,Non-Switch
1132.0,0.20894266843780598,Non-Switch
1133.0,0.20729379910454637,Non-Switch
1134.0,0.2083152040680206,Non-Switch
1135.0,0.20788173612840846,Non-Switch
1136.0,0.20893567447667089,Non-Switch
1137.0,0.21044154023573808,Non-Switch
1138.0,0.21047189517361536,Non-Switch
1139.0,0.2119985421696618,Non-Switch
114.0,0.14941007125594075,Non-Switch
1140.0,0.2118463948511985,Non-Switch
1141.0,0.21187819730972055,Non-Switch
1142.0,0.21048188449925295,Non-Switch
1143.0,0.2121461892754275,Non-Switch
1144.0,0.21022829608055577,Non-Switch
1145.0,0.20969003337901787,Non-Switch
1146.0,0.20832363121791286,Non-Switch
1147.0,0.20798304824165423,Non-Switch
1148.0,0.2109431992964173,Non-Switch
1149.0,0.21107542529115567,Non-Switch
115.0,0.15013029160209146,Non-Switch
1150.0,0.21031795636920556,Non-Switch
1151.0,0.2086426447033758,Non-Switch
1152.0,0.2046556855635239,Non-Switch
1153.0,0.20896296239060777,Non-Switch
1154.0,0.2052155464196326,Non-Switch
1155.0,0.20845157197826722,Non-Switch
1156.0,0.2076262272367766,Non-Switch
1157.0,0.2092962647679799,Non-Switch
1158.0,0.20850415567376854,Non-Switch
1159.0,0.21289460044443217,Non-Switch
116.0,0.1510218210003891,Non-Switch
1160.0,0.21284286233029762,Non-Switch
1161.0,0.2116635342976686,Non-Switch
1162.0,0.21235941909872225,Non-Switch
1163.0,0.2141014027055365,Non-Switch
1164.0,0.21445197500743277,Non-Switch
1165.0,0.2122985945678671,Non-Switch
1166.0,0.20994402309056712,Non-Switch
1167.0,0.21358750421287084,Non-Switch
1168.0,0.21030909926268612,Non-Switch
1169.0,0.21147694745337003,Non-Switch
117.0,0.14929044299037808,Non-Switch
1170.0,0.21172855807158233,Non-Switch
1171.0,0.21262355578667239,Non-Switch
1172.0,0.20986168639646655,Non-Switch
1173.0,0.21000331410945206,Non-Switch
1174.0,0.2112203493382827,Non-Switch
1175.0,0.214884267732264,Non-Switch
1176.0,0.21463924978233478,Non-Switch
1177.0,0.21239575043371703,Non-Switch
1178.0,0.212590291475618,Non-Switch
1179.0,0.21248069553135568,Non-Switch
118.0,0.14498451336072593,Non-Switch
1180.0,0.2133532638423957,Non-Switch
1181.0,0.21399706656401304,Non-Switch
1182.0,0.21048929408512765,Non-Switch
1183.0,0.20933553413992692,Non-Switch
1184.0,0.2108616508561332,Non-Switch
1185.0,0.21160334036986664,Non-Switch
1186.0,0.2149803630384336,Non-Switch
1187.0,0.2130877369613511,Non-Switch
1188.0,0.2090183408041856,Non-Switch
1189.0,0.21309974708313636,Non-Switch
119.0,0.15012488848047686,Non-Switch
1190.0,0.20932455591404683,Non-Switch
1191.0,0.21091549575774082,Non-Switch
1192.0,0.21081805325413946,Non-Switch
1193.0,0.2132521237118008,Non-Switch
1194.0,0.21367488573139673,Non-Switch
1195.0,0.21688984341530065,Non-Switch
1196.0,0.21530195626365947,Non-Switch
1197.0,0.21612079432819245,Non-Switch
1198.0,0.21674997852448646,Non-Switch
