Frame ID,Mean Entropy,Frame Type,pred_path,dataset,id,animal
1.0,0.9092942888909796,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
10.0,0.0334706803822442,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
100.0,0.0346634418722429,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
1000.0,0.0192028411201593,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
1001.0,0.0189880079169425,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
1002.0,0.0186250613737423,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
1003.0,0.0259483285289269,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
1004.0,0.0256862860880482,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
1005.0,0.0183995880876178,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
1006.0,0.0171874516771078,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
1007.0,0.0147653057977778,Correctly Tracked,/root/vast/mustafa/dreem-experiments/paper-plots/uncertainty-animals/no-post-processing-no-weight-iou-entropies/190719_090330_wt_18159206_rig1.2@15000-17560_frame_meta_entropy_histogram.csv,Flies13,190719_090330_wt_18159206_rig1.2,Flies
